# k2;k3;k4;k5;k6;k7;e;Vol;T
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-165.mat
1.545379e+01;4.151383e-02;1.252087e+00;1.080967e-02;1.712050e-01;5.251180e+00;6.463573e+00;NaN;7.118765e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-185.mat
1.592627e+01;1.629540e-02;8.998219e-01;5.591605e-03;8.337102e-02;2.653204e+00;6.705104e+00;NaN;6.517334e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-104.mat
5.591354e+00;3.091463e-02;1.215238e+00;7.418716e-02;4.460123e-02;4.450498e+00;6.729720e+00;NaN;7.216995e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-181.mat
1.558441e+01;9.488686e-02;2.264001e+00;3.405673e-02;8.741627e-02;3.226663e+00;7.017878e+00;NaN;7.874726e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-136.mat
5.203521e-01;6.113526e-01;1.138387e+00;5.587447e-03;1.387354e-01;8.637463e+01;7.051197e+00;NaN;2.365427e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-126.mat
4.925789e-01;4.358321e-01;9.913921e-01;7.587595e-02;3.473376e-02;2.356397e+01;7.484159e+00;NaN;6.740212e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-184.mat
4.920917e+00;5.325128e-01;3.346412e-01;6.925032e-02;1.170053e-01;1.861819e+00;7.540289e+00;NaN;7.588083e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-137.mat
2.996539e+00;3.349921e-01;8.286679e+00;3.914394e-02;5.196939e-02;7.294612e+00;8.233368e+00;NaN;1.205112e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-114.mat
4.085929e+00;9.465175e-02;7.883281e-02;9.200375e-02;1.144453e-01;5.580562e+00;8.331091e+00;NaN;6.869983e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-167.mat
3.919030e+00;1.924431e-01;8.926327e+00;3.319219e-02;3.716159e-02;4.209737e+00;8.409676e+00;NaN;9.208821e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-118.mat
2.924711e-01;6.366969e-01;9.557406e-01;6.964430e-03;8.549011e-02;1.128419e+02;8.497484e+00;NaN;6.097509e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-152.mat
1.574595e+01;3.395530e-02;1.014599e+00;6.655760e-02;1.320259e-01;5.012832e+00;8.671495e+00;NaN;8.042892e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-162.mat
